Edad,Rotacion,Departamento,Puesto,Nivel_Educativo,Ingreso_Mensual,Disponibilidad_Horaria,Movilidad_Propia,Distancia_KM,Cantidad_Hijos,Satisfaccion_Puesto,Equilibrio_VidaTrabajo,Horas_Extra,Capacitaciones_Ultimo_Anio,Anios_Empresa,Num_Empresas_Previas
59,Yes,RRHH,Especialista en Selección,4,1295865,Media jornada,Sí,4.1,2,Bueno,Bueno,No,2,17,2
41,Yes,Contaduría,Tesorero/a,2,1408080,Media jornada,No,1.8,2,Muy bajo,Bajo,Sí,0,7,1
25,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,4,1204014,Completa,No,7.6,1,Bajo,Excelente,No,2,1,0
57,Yes,Ventas,Ejecutivo/a de Vinculación y Empresas,4,1956170,Completa,No,5.7,1,Bueno,Bueno,Sí,3,7,2
21,No,Docencia,Auxiliar Docente,4,1123585,Flexible,No,3.2,0,Bueno,Bueno,Sí,3,0,0
30,Yes,Tecnología,Analista Funcional,4,2527009,Flexible,Sí,8.7,2,Excelente,Muy bajo,No,4,4,1
25,No,Dirección de Carreras,Coordinador/a Académico/a,1,3000000,Completa,No,3.7,0,Bueno,Bueno,No,3,1,0
44,No,RRHH,Generalista de RRHH,2,1400889,Media jornada,No,0.9,0,Bueno,Muy bajo,No,2,3,0
51,No,Ventas,Ejecutivo/a de Vinculación y Empresas,2,1548890,Completa,No,2.2,1,Bajo,Bajo,No,1,12,2
55,Yes,Docencia,Profesor/a Titular,4,1788780,Completa,No,6.4,1,Bajo,Bajo,No,1,17,3
33,No,Contaduría,Analista Contable,3,1354401,Completa,No,4.5,0,Bueno,Excelente,No,1,2,0
20,No,Investigación y desarrollo,Investigador/a Principal,5,2648636,Completa,Sí,4.5,0,Bueno,Excelente,No,2,0,0
59,Yes,Marketing,Especialista en Comunicación,2,1367163,Media jornada,No,21.9,1,Bueno,Bajo,No,1,4,0
25,Yes,Dirección de Carreras,Secretario/a Académico/a,1,2581455,Flexible,No,11.0,0,Bajo,Muy bajo,No,1,2,0
50,Yes,Investigación y desarrollo,Investigador/a Asistente,5,1452648,Completa,No,11.6,1,Excelente,Muy bajo,No,2,11,3
22,Yes,Tecnología,Analista Funcional,4,2669207,Completa,Sí,4.1,0,Bueno,Bajo,Sí,2,0,0
38,Yes,Docencia,Profesor/a Titular,3,1140588,Media jornada,No,3.7,0,Excelente,Bajo,Sí,1,3,0
54,No,RRHH,Generalista de RRHH,2,1483178,Flexible,No,6.2,0,Excelente,Bajo,No,2,11,2
50,Yes,Contaduría,Responsable Impositivo,3,1596101,Media jornada,Sí,4.4,0,Muy bajo,Bueno,Sí,1,9,1
46,Yes,Dirección de Carreras,Coordinador/a Académico/a,3,1789542,Flexible,No,10.6,2,Excelente,Bueno,No,0,12,1
31,Yes,Tecnología,Analista Funcional,3,3000000,Completa,No,7.0,0,Excelente,Bueno,No,1,4,0
19,No,Investigación y desarrollo,Investigador/a Principal,4,1797214,Flexible,Sí,14.3,0,Bueno,Bajo,No,1,0,0
53,Yes,Docencia,Profesor/a Titular,5,2700861,Completa,No,8.8,1,Bajo,Muy bajo,No,2,15,2
48,No,Docencia,Profesor/a Adjunto/a,4,1285406,Completa,Sí,7.7,1,Excelente,Excelente,No,3,8,1
54,Yes,Investigación y desarrollo,Becario/a de Investigación,4,985929,Completa,No,12.3,0,Bueno,Muy bajo,Sí,1,14,2
43,No,Investigación y desarrollo,Investigador/a Principal,4,3000000,Completa,No,23.9,0,Muy bajo,Excelente,No,1,9,1
34,No,Mantenimiento,Supervisor/a de Mantenimiento,3,1059735,Flexible,No,8.4,1,Muy bajo,Excelente,No,0,6,1
37,No,RRHH,Analista de RRHH,2,956898,Flexible,No,2.0,1,Bajo,Bajo,No,1,1,0
19,No,RRHH,Especialista en Capacitación,2,1082259,Completa,Sí,4.7,0,Excelente,Muy bajo,No,1,0,0
23,Yes,Docencia,Coordinador/a de Cátedra,4,1174138,Completa,No,7.7,0,Bajo,Excelente,Sí,2,0,0
40,No,Mantenimiento,Supervisor/a de Mantenimiento,2,1066656,Completa,No,6.7,2,Bueno,Bueno,No,1,5,0
42,Yes,Tecnología,Desarrollador/a,4,2108326,Completa,No,6.4,1,Bueno,Muy bajo,No,0,5,0
55,Yes,Docencia,Coordinador/a de Cátedra,3,2436981,Media jornada,No,8.6,0,Muy bajo,Bajo,Sí,0,14,2
54,Yes,Tecnología,Desarrollador/a,4,2329802,Flexible,No,9.1,2,Bajo,Bajo,Sí,1,6,0
54,Yes,RRHH,Generalista de RRHH,2,1153134,Flexible,No,6.4,0,Bueno,Muy bajo,No,1,8,1
22,Yes,Docencia,Coordinador/a de Cátedra,2,1880380,Media jornada,No,3.0,0,Bueno,Muy bajo,No,0,0,0
54,Yes,Contaduría,Tesorero/a,1,1324756,Media jornada,No,2.2,0,Muy bajo,Bajo,No,1,5,1
36,Yes,Contaduría,Analista Contable,4,1338153,Completa,No,17.5,1,Bueno,Muy bajo,No,1,5,1
34,No,Docencia,Profesor/a Titular,5,1783125,Completa,Sí,1.5,1,Bueno,Bueno,No,1,1,0
59,No,Ventas,Asesor/a de Vinculación,2,790798,Completa,No,9.0,2,Bajo,Bueno,No,0,5,0
36,Yes,Mantenimiento,Técnico/a de Mantenimiento,3,850313,Completa,Sí,8.4,2,Excelente,Bueno,No,0,4,1
40,Yes,Tecnología,Soporte IT,4,1573601,Flexible,No,3.9,0,Muy bajo,Bueno,Sí,1,1,0
20,No,Contaduría,Tesorero/a,4,1352643,Completa,Sí,11.6,0,Bueno,Muy bajo,No,2,0,0
39,Yes,Contaduría,Administrativo/a de Contaduría,2,1491512,Completa,Sí,5.5,1,Muy bajo,Muy bajo,Sí,2,8,1
54,Yes,Tecnología,Administrador/a de Sistemas,4,1526635,Completa,Sí,24.4,3,Muy bajo,Muy bajo,No,2,14,2
57,No,RRHH,Analista de RRHH,1,813876,Flexible,No,2.7,0,Bueno,Bajo,No,2,7,1
57,No,Docencia,Profesor/a Adjunto/a,3,1085866,Completa,No,7.5,3,Excelente,Bueno,No,0,7,0
47,Yes,RRHH,Analista de RRHH,4,848240,Media jornada,No,3.8,0,Bueno,Bajo,Sí,0,12,1
44,Yes,Marketing,Especialista en Comunicación,3,1497151,Media jornada,Sí,5.3,2,Muy bajo,Bajo,Sí,2,1,0
39,No,Contaduría,Analista Contable,2,1214714,Completa,No,3.5,1,Excelente,Muy bajo,No,0,5,1
35,Yes,Docencia,Profesor/a Adjunto/a,3,1008131,Media jornada,No,6.7,2,Muy bajo,Bajo,No,0,4,1
34,Yes,Marketing,Community Manager,3,1467170,Flexible,No,6.4,0,Bajo,Bajo,No,0,5,0
49,Yes,Investigación y desarrollo,Becario/a de Investigación,4,2470342,Completa,No,14.8,0,Muy bajo,Bajo,No,4,13,2
27,No,Investigación y desarrollo,Investigador/a Asistente,4,1301393,Flexible,No,14.0,0,Bueno,Bajo,No,3,1,0
49,Yes,Docencia,Auxiliar Docente,5,1304396,Completa,No,2.3,1,Bueno,Bueno,No,0,7,1
32,Yes,Investigación y desarrollo,Docente-Investigador/a,3,2511296,Completa,No,5.6,1,Bajo,Muy bajo,Sí,0,4,1
55,Yes,Marketing,Diseñador/a Gráfico/a,2,1459568,Flexible,Sí,11.2,3,Bueno,Muy bajo,No,4,16,2
20,Yes,RRHH,Generalista de RRHH,4,1312456,Media jornada,No,6.5,0,Bajo,Bueno,No,0,0,0
32,Yes,Investigación y desarrollo,Investigador/a Asistente,4,1562716,Flexible,No,7.3,0,Muy bajo,Muy bajo,Sí,4,4,1
51,Yes,Mantenimiento,Técnico/a de Mantenimiento,2,935815,Media jornada,Sí,5.3,0,Muy bajo,Muy bajo,Sí,0,13,1
53,Yes,Mantenimiento,Técnico/a de Mantenimiento,3,1052934,Flexible,No,4.1,0,Bajo,Excelente,No,1,2,0
57,Yes,Mantenimiento,Supervisor/a de Mantenimiento,3,1235168,Media jornada,No,9.6,2,Bajo,Bueno,No,1,8,1
38,Yes,Investigación y desarrollo,Becario/a de Investigación,3,1531906,Flexible,No,14.5,2,Bueno,Bueno,No,1,1,0
20,No,Contaduría,Tesorero/a,4,1801343,Completa,No,4.3,1,Excelente,Excelente,No,2,0,0
59,No,Dirección de Carreras,Coordinador/a Académico/a,3,3000000,Completa,Sí,8.3,1,Bueno,Excelente,Sí,1,13,1
37,No,Marketing,Especialista en Comunicación,2,984376,Flexible,No,6.9,0,Bajo,Bueno,No,0,7,1
55,No,Docencia,Jefe/a de Trabajos Prácticos,4,1047864,Completa,Sí,7.8,0,Bueno,Bueno,Sí,1,11,1
36,No,Docencia,Jefe/a de Trabajos Prácticos,3,1074377,Completa,Sí,17.3,1,Excelente,Muy bajo,No,1,5,1
34,No,Contaduría,Tesorero/a,2,1193588,Completa,Sí,4.0,2,Bajo,Excelente,No,0,1,0
22,Yes,Ventas,Asesor/a de Vinculación,3,1799867,Completa,No,5.4,0,Bajo,Bueno,No,1,0,0
30,No,RRHH,Analista de RRHH,4,1482610,Completa,No,5.1,0,Muy bajo,Bueno,No,0,2,0
47,No,RRHH,Especialista en Selección,1,982102,Completa,No,4.3,2,Excelente,Bajo,No,1,9,2
25,No,Docencia,Jefe/a de Trabajos Prácticos,4,1575230,Flexible,Sí,4.8,1,Muy bajo,Muy bajo,No,1,0,0
32,No,Tecnología,Soporte IT,3,1955489,Completa,Sí,13.3,0,Bueno,Bueno,Sí,4,3,1
30,Yes,Mantenimiento,Encargado/a de Servicios Generales,2,700000,Completa,No,8.8,1,Muy bajo,Muy bajo,No,0,2,0
53,No,Contaduría,Administrativo/a de Contaduría,2,926418,Completa,No,5.8,0,Bueno,Bueno,Sí,0,9,1
23,Yes,Marketing,Community Manager,1,1182299,Completa,No,5.2,1,Muy bajo,Bajo,No,0,0,0
35,No,Dirección de Carreras,Director/a de Carrera,3,3000000,Completa,Sí,15.7,0,Bueno,Bajo,No,1,3,0
50,Yes,Investigación y desarrollo,Becario/a de Investigación,4,1604694,Flexible,Sí,3.2,0,Excelente,Bajo,Sí,2,6,0
28,No,RRHH,Analista de RRHH,2,975513,Completa,Sí,4.6,0,Bueno,Bueno,No,0,3,0
35,No,Investigación y desarrollo,Docente-Investigador/a,5,1807982,Flexible,Sí,28.2,0,Bueno,Muy bajo,Sí,2,5,1
23,Yes,Marketing,Community Manager,3,913627,Completa,No,9.6,0,Bajo,Bajo,No,0,1,0
27,No,RRHH,Analista de RRHH,2,1367080,Completa,No,4.2,1,Excelente,Bueno,No,1,2,0
51,No,Tecnología,Desarrollador/a,3,3000000,Completa,No,11.6,1,Bajo,Bueno,No,2,5,1
54,Yes,Marketing,Diseñador/a Gráfico/a,3,1431048,Completa,No,11.6,1,Muy bajo,Muy bajo,No,2,13,2
54,Yes,Contaduría,Administrativo/a de Contaduría,2,1200985,Media jornada,Sí,11.3,1,Bajo,Bueno,No,0,9,2
36,No,Ventas,Ejecutivo/a de Vinculación y Empresas,2,2321473,Flexible,Sí,4.5,0,Bueno,Excelente,No,0,2,0
27,No,RRHH,Generalista de RRHH,3,1383171,Media jornada,No,7.3,2,Excelente,Bajo,Sí,1,2,0
47,Yes,Docencia,Profesor/a Adjunto/a,2,1400322,Completa,No,8.2,2,Bueno,Muy bajo,No,2,2,0
32,Yes,Tecnología,Soporte IT,2,1347641,Completa,No,9.0,0,Muy bajo,Muy bajo,Sí,0,1,0
43,No,Marketing,Community Manager,1,1185222,Completa,Sí,8.0,0,Bajo,Bajo,No,3,9,1
33,Yes,Investigación y desarrollo,Becario/a de Investigación,3,2060298,Flexible,Sí,7.9,1,Bajo,Bueno,No,1,5,1
24,Yes,Mantenimiento,Encargado/a de Servicios Generales,1,842056,Completa,No,1.6,0,Bajo,Bueno,No,0,1,0
47,No,Ventas,Asesor/a de Vinculación,4,901007,Media jornada,Sí,6.1,1,Bajo,Muy bajo,Sí,2,4,0
33,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,4,2725592,Completa,Sí,8.1,0,Muy bajo,Muy bajo,Sí,4,5,1
47,Yes,Dirección de Carreras,Coordinador/a Académico/a,1,2730720,Completa,No,10.9,0,Muy bajo,Bueno,Sí,1,10,1
22,No,Docencia,Auxiliar Docente,3,1432678,Completa,Sí,9.0,0,Bueno,Bajo,No,2,0,0
36,No,Investigación y desarrollo,Técnico/a de Laboratorio,5,1466587,Completa,Sí,8.8,2,Bajo,Bueno,Sí,0,5,1
57,No,Docencia,Coordinador/a de Cátedra,4,1908069,Media jornada,No,12.6,0,Bajo,Muy bajo,No,2,11,1
34,Yes,Ventas,Representante Institucional,2,2002257,Completa,No,20.8,0,Bajo,Bajo,Sí,0,1,0
29,Yes,Tecnología,Soporte IT,4,2150964,Flexible,No,7.3,1,Bueno,Bueno,Sí,1,3,0
32,Yes,Docencia,Coordinador/a de Cátedra,3,2444879,Completa,No,4.5,1,Muy bajo,Bajo,No,1,4,1
21,Yes,Contaduría,Responsable Impositivo,2,2050979,Flexible,No,9.6,0,Muy bajo,Bueno,Sí,1,0,0
56,Yes,Tecnología,Desarrollador/a,3,2174701,Completa,Sí,11.8,2,Excelente,Bajo,No,3,13,2
36,Yes,Docencia,Jefe/a de Trabajos Prácticos,3,1355887,Flexible,No,6.9,1,Muy bajo,Bajo,No,0,4,0
38,Yes,Ventas,Representante Institucional,2,1082870,Media jornada,Sí,15.9,0,Muy bajo,Muy bajo,Sí,0,5,1
43,Yes,Marketing,Diseñador/a Gráfico/a,3,979538,Flexible,Sí,4.3,0,Bueno,Excelente,No,1,4,0
56,Yes,RRHH,Especialista en Capacitación,2,821756,Completa,No,4.6,2,Bajo,Bajo,No,0,3,1
31,Yes,Dirección de Carreras,Coordinador/a Académico/a,3,2326137,Media jornada,No,6.7,0,Muy bajo,Muy bajo,Sí,2,1,0
22,Yes,Contaduría,Tesorero/a,1,971572,Completa,No,10.1,0,Muy bajo,Bueno,Sí,0,0,0
32,Yes,Dirección de Carreras,Coordinador/a Académico/a,2,2167994,Completa,No,10.3,1,Muy bajo,Excelente,No,3,2,0
51,Yes,Tecnología,Analista Funcional,3,1393513,Completa,No,3.4,1,Bajo,Bajo,Sí,1,1,0
46,No,Tecnología,Desarrollador/a,4,3000000,Completa,Sí,34.1,1,Bajo,Bueno,No,2,12,2
55,No,Docencia,Coordinador/a de Cátedra,3,2059446,Flexible,No,12.3,1,Bueno,Bajo,No,1,5,1
26,Yes,Ventas,Representante Institucional,3,992273,Completa,No,5.1,0,Muy bajo,Excelente,Sí,3,2,0
52,Yes,Contaduría,Administrativo/a de Contaduría,2,1422770,Completa,No,12.1,1,Bajo,Bajo,No,1,14,1
23,No,Docencia,Auxiliar Docente,3,1604862,Media jornada,Sí,8.5,0,Bajo,Muy bajo,No,2,0,0
23,No,Docencia,Jefe/a de Trabajos Prácticos,2,1644438,Completa,No,7.6,0,Muy bajo,Muy bajo,No,0,1,0
49,Yes,RRHH,Especialista en Selección,2,1401894,Media jornada,No,5.0,1,Bueno,Bajo,No,1,14,2
27,No,RRHH,Generalista de RRHH,2,885023,Completa,Sí,5.2,0,Bueno,Bueno,No,0,3,1
50,Yes,Tecnología,Analista Funcional,3,2981374,Media jornada,No,8.2,3,Muy bajo,Bajo,Sí,3,9,1
51,No,Ventas,Ejecutivo/a de Vinculación y Empresas,3,1707409,Completa,No,7.7,0,Bueno,Bueno,No,1,6,1
21,Yes,Docencia,Jefe/a de Trabajos Prácticos,2,1766298,Flexible,Sí,5.7,0,Bueno,Bueno,No,2,0,0
48,No,Marketing,Community Manager,3,840783,Media jornada,Sí,4.8,0,Muy bajo,Bueno,No,0,12,3
30,Yes,Docencia,Profesor/a Adjunto/a,3,1878784,Flexible,No,9.5,0,Bajo,Bueno,No,0,4,0
47,Yes,Mantenimiento,Supervisor/a de Mantenimiento,3,1286747,Completa,No,3.1,1,Bajo,Excelente,No,0,11,1
21,No,Mantenimiento,Supervisor/a de Mantenimiento,3,1414913,Completa,No,6.6,0,Bueno,Bueno,No,0,0,0
44,No,RRHH,Generalista de RRHH,2,791639,Completa,Sí,11.7,0,Bueno,Excelente,No,2,6,1
48,Yes,Tecnología,Analista Funcional,3,2127071,Completa,Sí,8.4,0,Bueno,Muy bajo,No,1,5,1
27,Yes,Investigación y desarrollo,Becario/a de Investigación,5,1023065,Completa,No,9.8,1,Excelente,Bueno,No,3,0,0
44,No,Contaduría,Analista Contable,4,1054801,Media jornada,No,10.1,2,Bueno,Excelente,Sí,0,9,2
20,Yes,Mantenimiento,Encargado/a de Servicios Generales,2,733054,Completa,No,4.5,0,Bajo,Bajo,No,0,0,0
21,No,Contaduría,Administrativo/a de Contaduría,1,1373871,Completa,No,3.5,0,Bajo,Bueno,Sí,0,0,0
22,Yes,Investigación y desarrollo,Investigador/a Asistente,5,2624518,Flexible,No,1.0,0,Bajo,Bueno,Sí,1,0,0
43,Yes,RRHH,Especialista en Selección,2,929523,Media jornada,Sí,5.7,0,Bueno,Bueno,No,0,1,0
31,No,Mantenimiento,Supervisor/a de Mantenimiento,3,969794,Completa,Sí,3.5,0,Excelente,Muy bajo,No,0,5,1
57,No,Investigación y desarrollo,Becario/a de Investigación,4,1559394,Completa,No,6.9,2,Bueno,Bueno,No,2,1,0
53,Yes,Docencia,Coordinador/a de Cátedra,3,1010418,Completa,No,1.4,1,Bajo,Bajo,No,1,15,3
41,Yes,Tecnología,Administrador/a de Sistemas,3,2132641,Completa,No,6.9,0,Muy bajo,Bueno,Sí,1,5,1
27,Yes,Mantenimiento,Supervisor/a de Mantenimiento,3,1094888,Media jornada,No,2.3,0,Bajo,Bajo,No,0,0,0
20,Yes,Docencia,Profesor/a Adjunto/a,3,1973066,Completa,No,3.0,0,Bajo,Bajo,Sí,0,0,0
59,No,Investigación y desarrollo,Becario/a de Investigación,4,2137132,Flexible,Sí,3.9,1,Bueno,Bueno,Sí,4,17,2
49,Yes,Docencia,Auxiliar Docente,4,1147689,Media jornada,Sí,3.5,1,Bajo,Bueno,No,1,7,1
20,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,1713150,Media jornada,Sí,14.7,0,Bueno,Bajo,No,3,0,0
50,Yes,Contaduría,Analista Contable,1,1566410,Completa,Sí,10.4,3,Muy bajo,Bueno,Sí,0,14,3
36,Yes,Marketing,Especialista en Comunicación,3,1252242,Completa,No,9.3,1,Bueno,Bueno,No,0,2,0
31,Yes,Tecnología,Administrador/a de Sistemas,4,2627695,Flexible,Sí,24.1,1,Muy bajo,Bueno,No,0,4,1
23,No,Tecnología,Soporte IT,4,2070497,Completa,Sí,6.6,0,Bueno,Bueno,Sí,0,0,0
28,Yes,Investigación y desarrollo,Investigador/a Asistente,4,1897237,Completa,No,4.3,1,Excelente,Excelente,Sí,1,1,0
43,Yes,Mantenimiento,Supervisor/a de Mantenimiento,2,1070520,Completa,No,5.0,1,Excelente,Muy bajo,No,1,4,1
52,No,Contaduría,Tesorero/a,3,1838435,Completa,No,2.6,0,Bueno,Muy bajo,Sí,1,8,2
55,No,Dirección de Carreras,Secretario/a Académico/a,3,2643003,Media jornada,No,8.7,1,Excelente,Bajo,No,0,1,0
48,No,Tecnología,Soporte IT,2,1473088,Completa,No,12.8,1,Bueno,Muy bajo,No,2,5,1
25,Yes,Docencia,Profesor/a Titular,4,1246792,Completa,No,3.9,0,Bueno,Muy bajo,No,1,1,0
24,No,Tecnología,Analista Funcional,3,2430089,Completa,Sí,21.1,0,Bajo,Bueno,No,2,1,0
21,No,Investigación y desarrollo,Investigador/a Asistente,4,2606053,Media jornada,Sí,29.3,0,Bueno,Muy bajo,No,2,0,0
31,No,Tecnología,Soporte IT,3,1882061,Flexible,No,25.9,2,Bajo,Muy bajo,Sí,3,3,0
21,Yes,Docencia,Jefe/a de Trabajos Prácticos,4,1338807,Flexible,No,1.8,0,Bueno,Excelente,No,1,0,0
44,Yes,Docencia,Jefe/a de Trabajos Prácticos,5,2080592,Completa,No,5.8,1,Bueno,Bajo,No,2,11,1
42,Yes,Mantenimiento,Supervisor/a de Mantenimiento,3,1091147,Completa,Sí,6.3,2,Bajo,Excelente,Sí,0,4,0
24,No,Investigación y desarrollo,Docente-Investigador/a,5,3000000,Completa,No,2.7,0,Bajo,Bueno,No,5,0,0
30,Yes,Mantenimiento,Encargado/a de Servicios Generales,4,970417,Media jornada,No,1.9,0,Bajo,Bueno,Sí,1,2,0
54,No,Investigación y desarrollo,Investigador/a Principal,3,3000000,Media jornada,No,1.7,0,Bueno,Bajo,Sí,1,13,1
20,No,Tecnología,Soporte IT,4,1970623,Media jornada,Sí,8.6,1,Bueno,Bueno,No,5,0,0
29,Yes,Tecnología,Soporte IT,3,1452792,Completa,No,10.6,0,Bajo,Bajo,No,1,1,0
57,Yes,RRHH,Especialista en Selección,4,1039346,Media jornada,No,10.1,0,Bueno,Muy bajo,No,1,15,2
52,Yes,Investigación y desarrollo,Técnico/a de Laboratorio,4,2448479,Completa,No,11.8,1,Bueno,Muy bajo,Sí,1,8,2
44,No,Investigación y desarrollo,Investigador/a Principal,5,2640556,Flexible,Sí,13.1,2,Muy bajo,Bajo,No,0,5,1
36,Yes,Docencia,Profesor/a Titular,4,2420701,Completa,No,2.0,2,Muy bajo,Bajo,Sí,2,7,1
39,No,Investigación y desarrollo,Docente-Investigador/a,5,2540604,Flexible,Sí,9.9,0,Bajo,Bueno,No,1,1,0
54,No,Tecnología,Analista Funcional,2,1486819,Completa,Sí,7.9,3,Excelente,Bueno,No,0,11,3
58,No,Ventas,Representante Institucional,2,1964276,Completa,No,5.0,0,Muy bajo,Excelente,No,2,7,2
40,Yes,Mantenimiento,Supervisor/a de Mantenimiento,3,1258501,Media jornada,No,4.0,0,Bajo,Bueno,No,3,1,0
48,Yes,Marketing,Especialista en Comunicación,1,1366718,Completa,No,10.7,3,Bajo,Bajo,No,0,4,0
48,No,Marketing,Community Manager,3,1360901,Media jornada,No,13.7,1,Excelente,Bajo,No,0,9,1
26,Yes,Tecnología,Analista Funcional,2,1279175,Media jornada,Sí,26.9,0,Bueno,Muy bajo,No,2,0,0
52,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,2404727,Media jornada,No,11.1,1,Bueno,Bueno,No,2,10,2
27,Yes,Ventas,Representante Institucional,2,1382075,Completa,No,14.6,1,Bajo,Bueno,No,1,3,1
38,No,Tecnología,Soporte IT,4,2243074,Completa,Sí,14.3,2,Bueno,Bueno,No,2,7,1
58,No,RRHH,Especialista en Selección,3,1124051,Completa,No,10.5,2,Bueno,Bueno,No,0,7,1
43,Yes,Docencia,Jefe/a de Trabajos Prácticos,3,1872712,Completa,No,3.5,1,Muy bajo,Bueno,Sí,2,2,0
37,No,Contaduría,Analista Contable,1,1447450,Media jornada,No,5.5,2,Bajo,Bajo,Sí,0,4,1
23,No,Contaduría,Tesorero/a,1,1045599,Completa,No,2.6,0,Excelente,Muy bajo,No,0,0,0
29,No,Mantenimiento,Supervisor/a de Mantenimiento,3,1213927,Completa,No,2.8,1,Bajo,Muy bajo,No,1,4,1
33,No,RRHH,Especialista en Selección,3,862148,Completa,Sí,7.0,1,Muy bajo,Bajo,No,1,6,0
26,Yes,Contaduría,Analista Contable,3,1634477,Completa,No,7.1,0,Excelente,Muy bajo,Sí,1,1,0
37,Yes,Dirección de Carreras,Coordinador/a Académico/a,3,2304646,Completa,No,11.0,0,Bueno,Muy bajo,No,0,1,0
41,No,Docencia,Profesor/a Titular,4,1252689,Media jornada,No,5.5,0,Bueno,Excelente,No,3,9,2
45,Yes,Contaduría,Responsable Impositivo,2,1958257,Media jornada,No,5.6,1,Bajo,Excelente,No,1,10,2
58,Yes,Docencia,Profesor/a Titular,2,1917866,Completa,No,6.9,0,Excelente,Bueno,Sí,0,10,1
50,No,Marketing,Especialista en Comunicación,2,1506211,Flexible,No,11.0,0,Bajo,Bueno,No,0,6,1
44,No,Ventas,Ejecutivo/a de Vinculación y Empresas,4,2238124,Completa,Sí,16.8,0,Bueno,Muy bajo,No,1,6,1
45,Yes,Investigación y desarrollo,Investigador/a Principal,5,1495101,Flexible,No,3.9,0,Bueno,Bajo,No,5,11,2
37,No,Mantenimiento,Encargado/a de Servicios Generales,2,848544,Media jornada,No,5.2,1,Bajo,Excelente,No,2,2,0
47,No,Investigación y desarrollo,Investigador/a Asistente,4,2811396,Flexible,Sí,14.6,0,Bajo,Bajo,Sí,5,11,1
57,Yes,Ventas,Asesor/a de Vinculación,3,2104952,Completa,No,2.2,0,Bueno,Muy bajo,Sí,0,2,0
59,Yes,Marketing,Analista de Marketing,2,1149056,Completa,No,15.5,1,Muy bajo,Bajo,No,2,18,1
51,Yes,Marketing,Especialista en Comunicación,1,1081227,Completa,Sí,1.3,2,Bajo,Muy bajo,Sí,1,8,1
37,No,Docencia,Coordinador/a de Cátedra,2,970547,Media jornada,Sí,3.5,0,Muy bajo,Bajo,Sí,2,2,0
55,No,Dirección de Carreras,Coordinador/a Académico/a,3,2502224,Completa,Sí,8.0,0,Excelente,Excelente,No,0,1,0
37,No,Tecnología,Soporte IT,4,1537106,Flexible,No,6.7,2,Bajo,Bueno,No,2,5,1
51,No,Investigación y desarrollo,Investigador/a Principal,4,3000000,Completa,No,6.1,1,Excelente,Bajo,No,1,4,0
34,No,Mantenimiento,Supervisor/a de Mantenimiento,1,832460,Media jornada,No,15.5,2,Bueno,Bueno,Sí,1,4,1
41,No,Investigación y desarrollo,Becario/a de Investigación,3,1739429,Completa,No,3.1,0,Bajo,Bajo,No,3,3,1
25,Yes,Mantenimiento,Encargado/a de Servicios Generales,3,826008,Completa,No,7.2,0,Muy bajo,Muy bajo,No,2,0,0
44,No,Docencia,Profesor/a Titular,5,2143568,Completa,No,26.1,0,Excelente,Excelente,No,3,6,1
50,No,Tecnología,Administrador/a de Sistemas,4,2444382,Completa,Sí,14.9,0,Muy bajo,Bueno,No,0,9,1
30,No,RRHH,Generalista de RRHH,3,1003339,Completa,Sí,6.6,1,Bueno,Bajo,No,0,2,0
26,Yes,Docencia,Profesor/a Adjunto/a,2,1234510,Media jornada,No,9.8,2,Bueno,Excelente,No,0,1,0
23,Yes,Investigación y desarrollo,Investigador/a Principal,5,2047904,Completa,No,6.1,1,Muy bajo,Muy bajo,No,3,0,0
46,Yes,Docencia,Profesor/a Adjunto/a,4,1410552,Completa,No,5.8,2,Muy bajo,Bajo,Sí,0,7,2
23,No,Contaduría,Responsable Impositivo,2,1268375,Media jornada,No,1.8,0,Bajo,Bajo,Sí,0,0,0
44,No,Investigación y desarrollo,Investigador/a Principal,5,2616938,Completa,No,16.2,1,Bajo,Bueno,Sí,4,3,0
23,Yes,Tecnología,Analista Funcional,3,2500582,Flexible,No,2.9,0,Bajo,Bajo,Sí,3,0,0
40,Yes,Investigación y desarrollo,Docente-Investigador/a,3,1670466,Flexible,Sí,7.9,0,Bueno,Bueno,Sí,3,7,1
33,No,Investigación y desarrollo,Técnico/a de Laboratorio,4,2126130,Completa,No,6.6,0,Bajo,Bajo,No,1,3,0
31,No,Marketing,Diseñador/a Gráfico/a,2,888067,Completa,No,9.5,1,Bueno,Muy bajo,Sí,4,2,0
46,Yes,Docencia,Profesor/a Adjunto/a,3,1514788,Completa,No,12.7,2,Bajo,Bajo,No,0,10,1
51,No,Ventas,Representante Institucional,2,2260537,Media jornada,No,5.9,1,Muy bajo,Muy bajo,No,0,6,1
41,Yes,Mantenimiento,Encargado/a de Servicios Generales,3,1072220,Completa,No,2.3,2,Bajo,Bueno,Sí,2,6,1
51,No,Tecnología,Desarrollador/a,3,2899731,Media jornada,No,4.9,1,Excelente,Excelente,No,2,2,0
36,Yes,Tecnología,Desarrollador/a,3,2487571,Flexible,Sí,4.0,1,Muy bajo,Muy bajo,Sí,0,6,1
